fid,Longitude,Latitude,ID_SEC_COR,NAME_SEC,DEPARTEMENT,COMMUNE,ARRONDISSEMENT,AIRE_KM2,PC_AGL2010,PLUV_MIN,PLUV_MAX,ALT_MIN,ALT_MAX,POPES2021,Log_Popes2021,DANSI2021,Log_dansi2021,DEPATMAN,KOMIN,SEKSYON,AWONDISMAN,PC0_12,PC12_30,PC30_60,PC_60plus,PC_POV,Elvaj_Venal,Log_Elvaj_Venal,Venal_tet,log_Venal_tet,Elvaj_Dominant,PC_3kmSant,PC_3kmLekol,Log_PC_3kmLekol,Pente_Moy,Rejyon_Kr,Lapli_mm,Log_Lapli,LANME,FWONTYE,Risk_Ewo,Dans_wout,log_Dans_wout,km.res$cluster,cluster
145,-72.43534535,18.4320223,113-06,6ème Bouvier,Ouest,Carrefour,Port-au-Prince,14.4851,3,4,5,240,1490,3531,3.55,244,2.39,Lwès,Kafou,6e Bouvye,Pòtoprens,0,10.6,77.6,11.8,70,200636,5.3,56.82,1.75,Bovin,31,0,-1,46.58,Pòtòprens,2075,3.317018101,0,0,100,0.007,-2.1549,3,3
146,-72.41083185,18.48744616,113-03,3ème Taïfer,Ouest,Carrefour,Port-au-Prince,10.2878,42,4,4,180,940,4540,3.66,441,2.64,Lwès,Kafou,3e Tayifè,Pòtoprens,3.2,47.8,49,0,66,84531,4.93,18.62,1.27,Caprin,9,0,-1,32.37,Pòtòprens,1700,3.230448921,0,0,85,1.184,0.0734,3,3
147,-72.38034458,18.45809428,113-04,4ème Procy,Ouest,Carrefour,Port-au-Prince,17.4313,61,4,5,340,1580,8380,3.92,481,2.68,Lwès,Kafou,4e Pwosi,Pòtoprens,0,46.5,52.7,0.7,63,143470,5.16,17.12,1.23,Bovin,3,0,-1,34.1,Pòtòprens,2120,3.326335861,0,0,100,0.533,-0.2733,3,3
148,-71.77056887,19.64112558,412-01,1ère Bas Maribahoux,Nord Est,Ferrier,Fort-Liberté,68.2753,69,2,3,0,50,16102,4.21,236,2.37,Nòdès,Ferye,1e Ba Maribawou,Fò Libète,100,0,0,0,58,740080,5.87,45.96,1.66,Bovin,10,0,-1,1.22,Gran Nòdès,804,2.905256049,1,1,0,0.846,-0.0726,1,1
149,-72.43855265,18.49709567,113-01,1ère Morne Chandelle,Ouest,Carrefour,Port-au-Prince,4.3191,76,4,4,240,620,2692,3.43,623,2.79,Lwès,Kafou,1e Mòn Chandèl,Pòtoprens,16.2,66,17.8,0,70,42112,4.62,15.64,1.19,Bovin,81,0,-1,23.25,Pòtòprens,1700,3.230448921,0,0,65,1.042,0.0179,3,3
150,-72.39050951,18.49557741,113-02,2ème Platon Dufréné,Ouest,Carrefour,Port-au-Prince,12.7107,28,4,4,160,910,5765,3.76,454,2.66,Lwès,Kafou,2e Platon Difrene,Pòtoprens,7.5,48.6,44,0,62,155805,5.19,27.03,1.43,Bovin,0,0,-1,30.62,Pòtòprens,1700,3.230448921,0,0,78,0.644,-0.1911,3,3
151,-71.98396406,19.55769077,431-03,3ème Roche Plate,Nord Est,Trou du Nord,Trou du Nord,47.0923,54,3,5,50,880,9276,3.97,197,2.29,Nòdès,Twoudinò,3e Wòch Plat,Twoudinò,62.6,29.1,8.4,0,54,351517,5.55,37.9,1.58,Bovin,48,0,-1,11.51,Gran Nòdès,1595,3.202760687,0,0,46,0.237,-0.6253,4,4
152,-72.04092235,19.5983306,431-02,2ème Roucou,Nord Est,Trou du Nord,Trou du Nord,69.1718,85,3,5,20,690,45696,4.66,661,2.82,Nòdès,Twoudinò,2e Woukou,Twoudinò,47.8,25.4,26.8,0,72,1458355,6.16,31.91,1.5,Bovin,8,0,-1,18.91,Gran Nòdès,1515,3.180412633,0,0,20,1.202,0.0799,4,4
153,-72.00224787,19.62469412,431-01,1ère Garcin,Nord Est,Trou du Nord,Trou du Nord,13.4603,68,3,3,30,240,3820,3.58,284,2.45,Nòdès,Twoudinò,1e Gasen,Twoudinò,94,4.8,1.3,0,59,338728,5.53,88.67,1.95,Bovin,19,6,0.78,4.3,Gran Nòdès,1200,3.079181246,0,0,8,1.156,0.063,4,4
154,-73.25846865,19.74844678,931-03,3ème Damé,Nord Ouest,Mole Saint Nicolas,Môle Saint Nicolas,34.626,4,2,3,100,610,1611,3.21,47,1.67,Nòdwès,Mòl Sen Nikola,3e Dame,Mòl Sen Nikol,48.2,51.8,0,0,77,259592,5.41,161.14,2.21,Bovin,78,32,1.51,14.96,Gran Nòdwès,1055,3.02325246,0,0,49,0.075,-1.1249,3,3
155,-73.37561303,19.78037999,931-01,1ère Cote de Fer,Nord Ouest,Mole Saint Nicolas,Môle Saint Nicolas,166.6301,51,1,3,0,610,17996,4.26,108,2.03,Nòdwès,Mòl Sen Nikola,1e Kotdefè,Mòl Sen Nikol,64.6,31.3,4.1,0,67,1234061,6.09,68.57,1.84,Caprin,28,12,1.08,12.64,Gran Nòdwès,550,2.740362689,1,0,26,0.276,-0.5591,4,4
156,-73.28667048,19.80175242,931-02,2ème Mare Rouge,Nord Ouest,Mole Saint Nicolas,Môle Saint Nicolas,30.4647,67,2,3,240,660,11196,4.05,368,2.57,Nòdwès,Mòl Sen Nikola,2e Ma Wouj,Mòl Sen Nikol,87.9,12.1,0,0,60,387652,5.59,34.62,1.54,Bovin,10,0,-1,9.24,Gran Nòdwès,949,2.977266212,0,0,12,0.515,-0.2882,4,4
157,-73.70217617,18.56253917,1032-02,2ème Eaux Basses,Nippes,Grand Boucan,Baradères,13.9641,0,3,3,0,90,1863,3.27,133,2.12,Nip,Gran Boukan,2e Dlo Bas,Baradè,94,5.9,0,0,76,234070,5.37,125.64,2.1,Bovin,100,0,-1,5.91,Gran Sid,1200,3.079181246,1,0,4,0.008,-2.0969,3,3
158,-73.61566066,18.56973765,1032-01,1ère Grand Boucan,Nippes,Grand Boucan,Baradères,31.2196,0,3,3,0,70,994,3,32,1.51,Nip,Gran Boukan,1e Gran Boukan,Baradè,100,0,0,0,63,482644,5.68,485.56,2.69,Bovin,16,0,-1,2.55,Gran Sid,1200,3.079181246,1,0,0,0.003,-2.5229,3,3
159,-73.85185605,18.37203577,714-02,2ème Champlois,Sud,Camp Perrin,Cayes,67.6846,88,5,7,100,1150,23185,4.37,343,2.54,Sid,Kan Peren,2e Chanplwa,Okay,26.7,42.8,29.5,0.9,60,721374,5.86,31.11,1.49,Bovin,53,0,-1,25.01,Gran Sid,3241,3.510679031,0,0,48,0.556,-0.2549,4,4
160,-73.8958038,18.33687244,714-03,3ème Tibi Davezac,Sud,Camp Perrin,Cayes,32.3049,62,5,7,190,1320,10723,4.03,332,2.52,Sid,Kan Peren,3e Tibi Davzak,Okay,10.1,47.7,39.1,3.2,63,491523,5.69,45.84,1.66,Bovin,4,1,0,30.99,Gran Sid,3107,3.492341253,0,0,80,0.316,-0.5003,3,3
161,-73.84363154,18.29909234,714-01,1ère Lévy,Sud,Camp Perrin,Cayes,26.9138,92,4,5,100,350,16220,4.21,603,2.78,Sid,Kan Peren,1e Levi,Okay,63.2,36.7,0.1,0,47,662204,5.82,40.83,1.61,Bovin,0,0,-1,10.01,Gran Sid,2386,3.377670439,0,0,21,1.133,0.0542,4,4
162,-72.698626,19.19161506,531-05,5ème Bocozelle,Artibonite,Saint-Marc,Saint-Marc,189.9464,78,1,2,0,280,86003,4.93,453,2.66,Latibonit,Sen Mak,5e Bokozèl,Sen Mak,90.2,9.5,0.3,0,56,1544499,6.19,17.96,1.25,Bovin,48,1,0,4.43,Gran Nòdwès,800,2.903089987,1,0,6,0.998,-9.00E-04,4,4
163,-72.67011931,19.07479817,531-06,6ème Charrette,Artibonite,Saint-Marc,Saint-Marc,31.9423,97,2,3,0,940,78575,4.9,2460,3.39,Latibonit,Sen Mak,6e Charèt,Sen Mak,17.1,62.1,20.7,0,52,307616,5.49,3.91,0.59,Bovin,1,1,0,23.57,Gran Nòdwès,1050,3.021189299,1,0,35,2.247,0.3516,2,2
164,-73.78158427,18.38610591,715-03,3ème Melon,Sud,Maniche,Cayes,55.6204,77,5,6,60,1270,11155,4.05,201,2.3,Sid,Manich,3e Melon,Okay,17.5,33.8,47.6,1,77,379741,5.58,34.04,1.53,Bovin,29,2,0.3,29.94,Gran Sid,3041,3.48301642,0,0,73,0.059,-1.2291,3,3
165,-72.61930836,19.02450049,531-03,3ème Goyavier,Artibonite,Saint-Marc,Saint-Marc,47.0162,66,3,3,190,1280,27726,4.44,590,2.77,Latibonit,Sen Mak,3e Goyavye,Sen Mak,10.7,70.2,19.1,0,62,409649,5.61,14.77,1.17,Bovin,52,40,1.6,24.25,Gran Nòdwès,1200,3.079181246,0,0,85,0.002,-2.699,4,4
166,-72.61203502,19.09720402,531-04,4ème Lalouère,Artibonite,Saint-Marc,Saint-Marc,96.6166,60,2,3,40,760,32981,4.52,341,2.53,Latibonit,Sen Mak,4e Lalouwè,Sen Mak,44.2,54.3,1.6,0,59,762493,5.88,23.12,1.36,Bovin,57,2,0.3,15.46,Gran Nòdwès,1071,3.029789471,0,0,59,0.577,-0.2388,4,4
167,-73.74106707,18.33460745,715-01,1ère Maniche,Sud,Maniche,Cayes,29.9466,47,4,5,50,340,12277,4.09,410,2.61,Sid,Manich,1e Manich,Okay,42.4,56.5,1.1,0,50,326714,5.51,26.61,1.43,Bovin,19,0,-1,15.14,Gran Sid,2273,3.356599436,0,0,48,0.438,-0.3585,4,4
168,-72.67605345,18.98117042,531-01,1ère Délugé,Artibonite,Saint-Marc,Saint-Marc,50.9034,71,2,3,0,1190,26058,4.42,512,2.71,Latibonit,Sen Mak,1e Delije,Sen Mak,20.5,36.5,43.1,0,50,974352,5.99,37.39,1.57,Bovin,23,0,-1,28.33,Gran Nòdwès,1050,3.021189299,1,0,68,0.377,-0.4237,4,4
169,-73.72146962,18.38136196,715-02,2ème Dory,Sud,Maniche,Cayes,44.863,47,4,6,40,920,8967,3.95,200,2.3,Sid,Manich,2e Dori,Okay,18.3,40.6,41.1,0,61,362277,5.56,40.4,1.61,Bovin,23,0,-1,28.37,Gran Sid,2833,3.452246575,0,0,78,0.234,-0.6308,3,3
170,-72.73506219,19.04560463,531-02,2ème Bois Neuf,Artibonite,Saint-Marc,Saint-Marc,141.429,88,2,3,0,1280,87269,4.94,617,2.79,Latibonit,Sen Mak,2e Bwa Nèf,Sen Mak,30.8,50.3,18.8,0,59,1593145,6.2,18.26,1.26,Bovin,24,7,0.85,21.52,Gran Nòdwès,979,2.990782692,1,0,36,0.655,-0.1838,4,4
171,-74.15445261,18.2876984,751-03,3ème Bony,Sud,Chardonnières,Chardonnières,19.3493,65,2,3,0,480,8185,3.91,423,2.63,Sid,Chadonyè,3e Boni,Chadonyè,35.2,45,19.9,0,61,491610,5.69,60.06,1.78,Bovin,21,0,-1,21.13,Gran Sid,992,2.996511672,1,0,70,0.717,-0.1445,4,4
172,-74.07383984,18.35677512,751-01,1ère Randel,Sud,Chardonnières,Chardonnières,51.6241,44,4,6,150,2180,8746,3.94,169,2.23,Sid,Chadonyè,1e Randèl,Chadonyè,0,26.9,63.4,9.6,75,215835,5.33,24.68,1.39,Bovin,38,1,0,41.91,Gran Sid,2552,3.40688067,0,0,99,0.312,-0.5058,3,3
173,-74.11275633,18.32374343,751-02,2ème Déjoie,Sud,Chardonnières,Chardonnières,43.8857,3,2,6,0,2020,5487,3.74,125,2.1,Sid,Chadonyè,2e Dejwa,Chadonyè,5.3,40.2,48.6,5.9,77,519788,5.72,94.73,1.98,Bovin,51,0,-1,35.44,Gran Sid,1704,3.23146959,1,0,96,0.224,-0.6498,3,3
174,-72.75287196,19.91375061,921-01,1ère Rivière des Nègres,Nord Ouest,Saint Louis du Nord,Saint Louis du Nord,13.5125,75,4,5,0,770,11562,4.06,856,2.93,Nòdwès,Sen Lwi nan Nò,1e Rivyè Nèg,Sen Lwi nan N?,16.8,67.5,15.7,0,53,139355,5.14,12.05,1.08,Caprin,35,0,-1,22.63,Gran Nòdwès,1892,3.276921132,1,0,68,0.904,-0.0438,4,4
175,-72.0509371,19.50917279,432-05,5ème Moka-Neuf,Nord Est,Sainte Suzanne,Trou du Nord,31.4601,0,4,5,310,860,5956,3.77,189,2.28,Nòdès,Sent Sizàn,5e Mokanèf,Twoudinò,32.1,59.9,8,0,73,173518,5.24,29.13,1.46,Bovin,40,1,0,18.82,Gran Nòdès,2399,3.380030248,0,0,63,0.168,-0.7747,3,3
176,-72.07049249,18.46703451,133-05,5ème Mare Roseaux,Ouest,Ganthier,Croix des Bouquets,78.4106,35,2,5,80,1610,36605,4.56,467,2.67,Lwès,Gantye,5e Ma Wozo,Kwadèboukè,9.9,37,51.6,1.5,71,715206,5.85,19.54,1.29,Bovin,90,6,0.78,32.79,Pòtòprens,1523,3.182699903,0,0,94,0.09,-1.0458,3,3
177,-72.04311388,19.46097107,432-06,6ème Fond Bleu,Nord Est,Sainte Suzanne,Trou du Nord,36.4622,0,4,5,140,860,9652,3.98,265,2.42,Nòdès,Sent Sizàn,6e Fon Ble,Twoudinò,3.8,84.9,11.3,0,69,206464,5.31,21.39,1.33,Bovin,87,0,-1,23.24,Gran Nòdès,2371,3.374931554,0,0,83,0.345,-0.4622,3,3
178,-72.0693116,19.5378975,432-03,3ème Côtelette,Nord Est,Sainte Suzanne,Trou du Nord,21.9254,0,4,5,300,800,3706,3.57,169,2.23,Nòdès,Sent Sizàn,3e Kotlèt,Twoudinò,35.2,55.3,9.4,0,70,132581,5.12,35.77,1.55,Bovin,42,7,0.85,18.56,Gran Nòdès,2244,3.351022853,0,0,50,0.214,-0.6696,3,3
179,-71.94954953,18.47321951,133-03,3ème Fonds Parisien,Ouest,Ganthier,Croix des Bouquets,177.4699,68,1,5,20,2590,51596,4.71,291,2.46,Lwès,Gantye,3e Fon Parizyen,Kwadèboukè,44,32.5,22,1.5,51,1279386,6.11,24.8,1.39,Bovin,17,2,0.3,19.8,Pòtòprens,1045,3.01911629,0,1,69,0.375,-0.426,1,1
180,-72.06993117,19.57336845,432-04,4ème Sarazin,Nord Est,Sainte Suzanne,Trou du Nord,10.7666,47,4,5,200,700,3310,3.52,307,2.49,Nòdès,Sent Sizàn,4e Sarazen,Twoudinò,38.7,47.7,13.6,0,63,110414,5.04,33.36,1.52,Bovin,100,0,-1,19.01,Gran Nòdès,1701,3.230704314,0,0,51,0.464,-0.3335,3,3
181,-72.0157536,18.46646359,133-04,4ème Pays Pourri,Ouest,Ganthier,Croix des Bouquets,94.0206,51,2,5,80,1730,30150,4.48,321,2.51,Lwès,Gantye,4e Peyi Pouri,Kwadèboukè,20.8,31.2,45.3,2.7,61,714174,5.85,23.69,1.37,Bovin,79,20,1.3,30.64,Pòtòprens,1336,3.125806458,0,0,93,0.109,-0.9626,3,3
182,-72.09830797,19.60165058,432-01,1ère Foulon,Nord Est,Sainte Suzanne,Trou du Nord,14.9685,27,4,4,70,480,3984,3.6,266,2.42,Nòdès,Sent Sizàn,1e Foulon,Twoudinò,47.6,42.8,9.7,0,54,132698,5.12,33.31,1.52,Bovin,100,0,-1,16.91,Gran Nòdès,1700,3.230448921,0,0,50,0.347,-0.4597,3,3
183,-71.76301508,19.3716776,423-01,1ère Savanette,Nord Est,Mont Organisé,Ouanaminte,61.0172,33,4,5,290,1060,18331,4.26,300,2.48,Nòdès,Montòganize,1e Savanèt,Wanament,75.4,2.4,22.2,0,52,726721,5.86,39.64,1.6,Bovin,36,5,0.7,13.65,Gran Nòdès,2400,3.380211242,0,1,43,0.234,-0.6308,1,1
184,-72.12001821,18.53443911,133-01,1ère Galette Chambon,Ouest,Ganthier,Croix des Bouquets,28.2668,83,2,3,70,240,34598,4.54,1224,3.09,Lwès,Gantye,1e Galèt Chanbon,Kwadèboukè,93.1,6.9,0,0,52,1032164,6.01,29.83,1.47,Bovin,46,0,-1,4.81,Pòtòprens,848,2.928395852,0,0,3,2.239,0.3501,4,4
185,-72.0967375,19.56281191,432-02,2ème Bois Blanc,Nord Est,Sainte Suzanne,Trou du Nord,12.7161,12,4,5,140,470,3042,3.48,239,2.38,Nòdès,Sent Sizàn,2e Bwa Blan,Twoudinò,57.5,42.5,0,0,66,173555,5.24,57.05,1.76,Bovin,98,0,-1,13.19,Gran Nòdès,1760,3.245512668,0,0,34,0.275,-0.5607,3,3
186,-71.81678781,19.41079378,423-02,2ème Bois Poux,Nord Est,Mont Organisé,Ouanaminte,41.3918,36,4,5,250,1020,6785,3.83,164,2.21,Nòdès,Montòganize,2e Bwa Pou,Wanament,59.1,1.3,39.7,0,72,598845,5.78,88.26,1.95,Bovin,59,5,0.7,20.51,Gran Nòdès,2343,3.369772289,0,0,50,0.289,-0.5391,3,3
187,-72.03950157,18.57242387,133-02,2ème Balan,Ouest,Ganthier,Croix des Bouquets,113.9405,79,1,2,20,160,31267,4.5,274,2.44,Lwès,Gantye,2e Balan,Kwadèboukè,99.5,0.5,0,0,45,1120516,6.05,35.84,1.55,Bovin,33,5,0.7,1.82,Pòtòprens,723,2.859138297,0,1,7,0.681,-0.1669,1,1
188,-72.31683809,18.84584096,622-04,4ème Montagne Terrible,Centre,Saut-d'Eau,Mirebalais,29.7894,31,4,5,560,1170,8154,3.91,274,2.44,Sant,So Dlo,4e Montay Terib,Mibalè,14.4,59.5,26.1,0,73,516806,5.71,63.38,1.8,Bovin,99,0,-1,25.47,Gran Nòdès,1707,3.232233521,0,0,86,0.003,-2.5229,3,3
189,-72.21382834,18.85542713,622-02,2ème La Selle,Centre,Saut-d'Eau,Mirebalais,60.174,51,5,5,80,1060,13791,4.14,229,2.36,Sant,So Dlo,2e Lasèl,Mibalè,48.5,41.8,9.6,0,60,442699,5.65,32.1,1.51,Bovin,77,0,-1,16.72,Gran Nòdès,2400,3.380211242,0,0,84,0.268,-0.5719,3,3
190,-72.26243772,18.818875,622-03,3ème Coupe Mardi Gras,Centre,Saut-d'Eau,Mirebalais,35.6276,44,4,5,290,1060,10126,4.01,284,2.45,Sant,So Dlo,3e Koup Madigra,Mibalè,36.8,44.6,18.6,0,61,376399,5.58,37.17,1.57,Bovin,23,0,-1,20.88,Gran Nòdès,1896,3.277838333,0,0,72,0.101,-0.9957,3,3
191,-72.19604414,18.79853067,622-01,1ère Rivière Canot,Centre,Saut-d'Eau,Mirebalais,45.9971,57,4,5,120,590,18578,4.27,404,2.61,Sant,So Dlo,1e Rivyè Kano,Mibalè,67.5,32.5,0,0,59,579746,5.76,31.21,1.49,Bovin,45,0,-1,11.76,Gran Nòdès,2392,3.378761175,0,0,55,0.45,-0.3468,4,4
192,-72.41553368,18.407545,113-12,12ème Malanga,Ouest,Carrefour,Port-au-Prince,21.689,37,4,5,490,1530,6826,3.83,315,2.5,Lwès,Kafou,12e Malanga,Pòtoprens,0,24,73,3.1,72,162915,5.21,23.87,1.38,Bovin,14,0,-1,40.33,Pòtòprens,2367,3.374198258,0,0,100,0.005,-2.301,3,3
193,-72.45087966,18.49773653,113-13,13ème Corail Thor,Ouest,Carrefour,Port-au-Prince,5.6028,91,4,4,230,590,3500,3.54,625,2.8,Lwès,Kafou,13e Koray Tò,Pòtoprens,33.9,49.6,16.6,0,69,160613,5.21,45.89,1.66,Bovin,88,0,-1,20.75,Pòtòprens,1700,3.230448921,0,0,57,0.998,-9.00E-04,3,3
194,-72.39738742,18.52798644,113-10,10ème Thor,Ouest,Carrefour,Port-au-Prince,12.305,100,3,4,0,380,160428,5.21,13038,4.12,Lwès,Kafou,10e Tò,Pòtoprens,60.5,39.5,0,0,33,61154,4.79,0.38,-0.42,Caprin,0,0,-1,11.7,Pòtòprens,1698,3.229937686,1,0,38,11.686,1.0677,2,2
195,-74.42294463,18.46441239,821-03,3e Ilet Pierre à Joseph,Grande Anse,Anse-d'Ainault,Anse D'Ainault,25.6739,41,3,5,0,580,7063,3.85,275,2.44,Grandans,Ansdeno,3e Zile Pyèrajosèf,Ansdeno,30.1,48.9,20.9,0,62,650195,5.81,92.06,1.96,Bovin,3,0,-1,21.78,Gran Sid,1772,3.248463718,1,0,91,0.243,-0.6144,3,3
196,-72.70909254,19.82914895,921-06,6ème Chamoise,Nord Ouest,Saint Louis du Nord,Saint Louis du Nord,20.653,23,5,5,100,910,6357,3.8,308,2.49,Nòdwès,Sen Lwi nan Nò,6e Chamwaz,Sen Lwi nan N?,0,47.8,52.2,0,70,225486,5.35,35.47,1.55,Bovin,92,0,-1,33.54,Gran Nòdwès,2400,3.380211242,0,0,89,0.005,-2.301,3,3
197,-72.43229581,18.52882193,113-11,11ème Rivière Froide,Ouest,Carrefour,Port-au-Prince,20.4958,99,4,4,0,620,146385,5.17,7142,3.85,Lwès,Kafou,11e Rivyè Fwad,Pòtoprens,29.1,69.2,1.7,0,39,236823,5.37,1.62,0.21,Bovin,0,0,-1,17.14,Pòtòprens,1700,3.230448921,1,0,72,6.03,0.7803,2,2
198,-74.56369595,18.43104687,821-04,4e Mandou / La Navase,Grande Anse,Anse-d'Ainault,Anse D'Ainault,24.1234,40,3,5,0,550,2831,3.45,117,2.07,Grandans,Ansdeno,4e Mandou / Lanavaz,Ansdeno,12.2,70.8,16.9,0,59,244929,5.39,86.52,1.94,Bovin,3,0,-1,23.39,Gran Sid,1419,3.151982395,1,0,101,0.197,-0.7055,3,3
199,-74.42625142,18.48950714,821-01,1e Grandoit,Grande Anse,Anse-d'Ainault,Anse D'Ainault,13.1999,82,3,5,0,350,10192,4.01,772,2.89,Grandans,Ansdeno,1e Grandwa,Ansdeno,21.5,78.5,0,0,59,371586,5.57,36.46,1.56,Bovin,8,0,-1,18.19,Gran Sid,1610,3.206825876,1,0,100,1.033,0.0141,4,4
200,-72.69244899,19.87530048,921-04,4ème Rivière de Barre,Nord Ouest,Saint Louis du Nord,Saint Louis du Nord,21.0002,79,4,5,0,680,13605,4.13,648,2.81,Nòdwès,Sen Lwi nan Nò,4e Rivyè Ba,Sen Lwi nan N?,14.8,41.6,43.6,0,61,450884,5.65,33.14,1.52,Bovin,10,0,-1,29.39,Gran Nòdwès,2328,3.366982976,1,0,51,0.406,-0.3915,4,4
201,-74.35427367,18.45929703,821-02,2ème Boudon,Grande Anse,Anse-d'Ainault,Anse D'Ainault,39.4315,51,5,6,110,750,5817,3.76,148,2.17,Grandans,Ansdeno,2e Boudon,Ansdeno,0,59.4,40.6,0,60,245653,5.39,42.23,1.63,Bovin,31,2,0.3,30.74,Gran Sid,2866,3.457276186,0,0,100,0.135,-0.8697,3,3
202,-72.67309756,19.89618833,921-05,5ème Bonneau,Nord Ouest,Saint Louis du Nord,Saint Louis du Nord,20.5072,79,4,5,0,700,16241,4.21,792,2.9,Nòdwès,Sen Lwi nan Nò,5e Bono,Sen Lwi nan N?,22.8,56.1,21.1,0,49,539910,5.73,33.24,1.52,Bovin,1,0,-1,22.93,Gran Nòdwès,2160,3.334453751,1,0,21,1.401,0.1464,4,4
203,-72.73125907,19.91196383,921-02,2ème Derouvray,Nord Ouest,Saint Louis du Nord,Saint Louis du Nord,13.0978,92,4,5,0,910,24112,4.38,1841,3.27,Nòdwès,Sen Lwi nan Nò,2e Dewouvre,Sen Lwi nan N?,34.4,54.7,10.9,0,45,89984,4.95,3.73,0.57,Bovin,6,0,-1,19.22,Gran Nòdwès,2098,3.321805484,1,0,60,2.349,0.3709,2,2
204,-72.00497353,18.99347061,613-01,1ère Cabral,Centre,Thomonde,Hinche,115.8584,49,4,5,230,800,28323,4.45,244,2.39,Sant,Tomond,1e Kabral,Ench,63.8,36.2,0,0,59,1398286,6.15,49.37,1.69,Bovin,76,2,0.3,11.4,Gran Nòdès,1921,3.283527365,0,0,62,0.434,-0.3625,4,4
205,-72.72246605,19.87821577,921-03,3ème des Granges,Nord Ouest,Saint Louis du Nord,Saint Louis du Nord,24.9512,76,4,5,0,900,23124,4.36,927,2.97,Nòdwès,Sen Lwi nan Nò,3e Degranj,Sen Lwi nan N?,6.7,48.3,45.1,0,51,229193,5.36,9.91,1,Bovin,30,0,-1,30.87,Gran Nòdwès,2367,3.374198258,1,0,79,0.301,-0.5214,4,4
206,-74.05749901,18.54766344,832-03,3e Grand Vincent,Grande Anse,Roseaux,Corail,30.9268,7,4,6,70,570,6440,3.81,208,2.32,Grandans,Wozo,3e Gran Vensan,Koray,15.4,74.9,9.1,0.6,63,524303,5.72,81.41,1.91,Caprin,69,0,-1,21.61,Gran Sid,2336,3.368472838,0,0,88,0.272,-0.5654,3,3
207,-74.03211721,18.58139341,832-04,4e les Gommiers,Grande Anse,Roseaux,Corail,39.7964,0,3,5,0,420,6095,3.78,153,2.18,Grandans,Wozo,4e Lègomye,Koray,31.2,52.5,16.3,0,61,335610,5.53,55.06,1.74,Bovin,54,0,-1,20.94,Gran Sid,1638,3.214313897,1,0,70,0.57,-0.2441,3,3
208,-73.98554838,18.55289798,832-01,1ere Carrefour Charles,Grande Anse,Roseaux,Corail,49.0325,0,3,5,0,490,6378,3.8,130,2.11,Grandans,Wozo,1e Kafou Chal,Koray,26.2,60.1,13.2,0.4,60,276787,5.44,43.4,1.64,Bovin,37,1,0,20.95,Gran Sid,1662,3.220631019,1,0,50,0.282,-0.5498,3,3
209,-74.06741342,18.45718112,832-02,2e Fond Cochon,Grande Anse,Roseaux,Corail,93.906,27,5,7,120,2110,12715,4.1,135,2.13,Grandans,Wozo,2e Kochon,Koray,1.6,20.5,58,20,77,639866,5.81,50.32,1.7,Bovin,68,0,-1,46.52,Gran Sid,3217,3.507451061,0,0,96,0.006,-2.2218,3,3
210,-72.5981437,18.21238691,211-11,11ème La Montagne,Sud-Est,Jacmel,Jacmel,67.807,66,3,4,0,650,23046,4.36,340,2.53,Sidès,Jakmèl,11e Lamontay,Jakmèl,27.4,68.3,4.3,0,55,617116,5.79,26.78,1.43,Bovin,50,0,-1,18.47,Gran Sid,1674,3.223755454,1,0,52,0.632,-0.1993,4,4
211,-72.59134229,18.2597982,211-10,10ème La vanneau,Sud-Est,Jacmel,Jacmel,36.3185,45,3,4,0,670,15392,4.19,424,2.63,Sidès,Jakmèl,10e Lavano,Jakmèl,22.6,68,9.4,0,50,266308,5.43,17.3,1.24,Bovin,9,0,-1,20.31,Gran Sid,1418,3.151676231,0,0,55,1.227,0.0888,4,4
212,-73.35216639,18.38998984,1023-04,4ème Morisseau,Nippes,L'Asile,Anse à Veau,21.0316,5,3,4,60,420,3253,3.51,155,2.19,Nip,Lazil,4e Moriso,Ansavo,22.3,76.2,1.5,0,53,291559,5.46,89.63,1.95,Bovin,100,0,-1,18.58,Gran Sid,1691,3.228143608,0,0,94,0.124,-0.9066,3,3
213,-73.49210619,18.35692576,1023-02,2ème Changeux,Nippes,L'Asile,Anse à Veau,56.1345,68,4,5,160,1360,9575,3.98,171,2.23,Nip,Lazil,2e Chanje,Ansavo,12.3,25.3,58.8,3.6,75,355667,5.55,37.15,1.57,Bovin,7,0,-1,35.42,Gran Sid,1972,3.294906911,0,0,71,0.169,-0.7721,3,3
214,-73.43209957,18.40065665,1023-03,3ème Tournade,Nippes,L'Asile,Anse à Veau,55.1254,58,3,4,90,580,17909,4.25,325,2.51,Nip,Lazil,3e Tounad,Ansavo,38.7,55,6.3,0,51,769623,5.89,42.97,1.63,Bovin,29,0,-1,17.08,Gran Sid,1579,3.19838213,0,0,70,0.621,-0.2069,4,4
215,-73.83320948,18.53012603,834-01,1ere Bernagousse,Grande Anse,Pestel,Corail,36.2224,7,3,4,0,480,5503,3.74,152,2.18,Grandans,Pestèl,1e Bènagous,Koray,23.7,71.8,4.5,0,58,763254,5.88,138.7,2.14,Bovin,60,0,-1,19,Gran Sid,1441,3.158663981,1,0,57,0.274,-0.5622,3,3
